DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27,B
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27,B
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
DUTCH KILLS,JACKSON AVENUE,medium income,American,12,A
DYLAN'S CANDY BAR,3 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
DYLAN'S CANDY BAR,3 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
E NOODLE HOUSE,KISSENA BLVD,low income,Chinese,13,A
ELI'S TABLE,3 AVENUE,high income,American,13,A
ELI'S TABLE,3 AVENUE,high income,American,13,A
ELI'S TABLE,3 AVENUE,high income,American,13,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
E.A.T. CAFE,MADISON AVENUE,high income,American,10,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIO'S,SECOND AVENUE,high income,Italian,13,A
ELIO'S,SECOND AVENUE,high income,Italian,13,A
ELIO'S,SECOND AVENUE,high income,Italian,13,A
ELSA LA REINA DEL CHICHARRON 3,EAST  183 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ELSA LA REINA DEL CHICHARRON 3,EAST  183 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EMACK & BOLIO'S,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",10,A
EMACK & BOLIOS,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
EMERGENCY SNACK BAR,EDWARD L GRANT HIGHWAY,low income,Spanish,15,B
EMERGENCY SNACK BAR,EDWARD L GRANT HIGHWAY,low income,Spanish,15,B
EMPANADAS EL GUSTAZO RESTAURANTE,COLLEGE POINT BLVD,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19,B
EMPANADAS EL GUSTAZO RESTAURANTE,COLLEGE POINT BLVD,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19,B
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,13,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,13,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,13,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,13,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EASTEND BAR & GRILL,1 AVENUE,high income,American,24,B
EMPIRE CHINESE RESTAURANT ZHENG,FEATHERBED LANE,low income,Chinese,16,B
EASTEND BAR & GRILL,1 AVENUE,high income,American,24,B
EMPIRE CHINESE RESTAURANT ZHENG,FEATHERBED LANE,low income,Chinese,16,B
EMPIRE CHINESE RESTAURANT ZHENG,FEATHERBED LANE,low income,Chinese,16,B
EAT HERE NOW,LEXINGTON AVENUE,high income,American,11,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE KING RESTAURANT,BOSTON ROAD,low income,Chinese,12,A
EMPIRE KING RESTAURANT,BOSTON ROAD,low income,Chinese,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,CafÃ©/Coffee/Tea,12,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,CafÃ©/Coffee/Tea,12,A
ECUADORIAN FOOD RESTAURANT,34 AVENUE,medium income,Spanish,12,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Brazilian,43,C
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Brazilian,43,C
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Brazilian,43,C
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Brazilian,43,C
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Brazilian,43,C
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
ESS-A-BAGEL,THIRD AVENUE,high income,Bagels/Pretzels,21,B
ESS-A-BAGEL,THIRD AVENUE,high income,Bagels/Pretzels,21,B
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESSEN,MADISON AVENUE,high income,American,44,C
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ETHOS GALLERY,1 AVENUE,high income,Greek,27,B
ETHOS GALLERY,1 AVENUE,high income,Greek,27,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
ETTO ESPRESSO BAR,HUNTER ST,medium income,CafÃ©/Coffee/Tea,10,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EVE'S LOUNGE,WASHINGTON AVENUE,medium income,American,12,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EVERYDAY GOURMET DELI,LEXINGTON AVENUE,high income,American,35,C
EVERYDAY GOURMET DELI,LEXINGTON AVENUE,high income,American,35,C
EVERYDAY GOURMET DELI,LEXINGTON AVENUE,high income,American,35,C
EVERYMAN ESPRESSO,WEST BROADWAY,high income,CafÃ©/Coffee/Tea,13,A
EXPRESS SOFT TACO ONE,QUEENS BLVD,medium income,Tex-Mex,11,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
FABENE PIZZA,GRAND CONCOURSE,low income,Pizza/Italian,9,A
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
FAIRFIELD INN & SUITES,40 ROAD,medium income,Continental,24,B
EL PATRON NIGHTCLUB CABARET-RESTAURANT,JEROME AVENUE,low income,American,9,A
FAMOUS & FRESH 99Â¢ PIZZA,AVENUE A,medium income,Pizza/Italian,7,A
FAMOUS & FRESH 99Â¢ PIZZA,AVENUE A,medium income,Pizza/Italian,7,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL REY LATINO RESTAURANT,108TH ST,medium income,Spanish,13,A
FAN SHUN CHINESE RESTAURANT,108TH ST,medium income,Other,10,A
FAN SHUN CHINESE RESTAURANT,108TH ST,medium income,Other,10,A
EL REY LATINO RESTAURANT,108TH ST,medium income,Spanish,13,A
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27,B
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27,B
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL RINCONCITO RESTAURANT,EAST   10 STREET,medium income,Spanish,10,A
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL SAZON IDEAL RESTAURANT,WEST BURNSIDE AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24,B
EL TIMBIRICHI RESTAURANT,EAST  174 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
FAY DA BAKERY,MAIN STREET,low income,Bakery,52,Z
FAY DA BAKERY,MAIN STREET,low income,Bakery,52,Z
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
FEI MA,AVENUE A,medium income,Chinese,13,A
FEI MA,AVENUE A,medium income,Chinese,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELENA'S RESTUARANT,WEST TREMONT AVENUE,low income,Mexican,13,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
ELEVEN B,AVENUE B,medium income,Pizza,12,A
FELICE 64 WINE BAR,1 AVENUE,high income,Italian,13,A
FELICE 64 WINE BAR,1 AVENUE,high income,Italian,13,A
FELIDIA RESTAURANT,EAST   58 STREET,high income,Italian,9,A
FELIDIA RESTAURANT,EAST   58 STREET,high income,Italian,9,A
FELIDIA RESTAURANT,EAST   58 STREET,high income,Italian,9,A
FELIX,WEST BROADWAY,high income,French,23,B
FELIX,WEST BROADWAY,high income,French,23,B
FELIX,WEST BROADWAY,high income,French,23,B
FELIX,WEST BROADWAY,high income,French,23,B
ELI'S TABLE,3 AVENUE,high income,American,13,A
FELIX,WEST BROADWAY,high income,French,23,B
FELIX,WEST BROADWAY,high income,French,23,B
FENG'S GARDEN,QUEENS BOULEVARD,medium income,Chinese,12,A
FENG'S GARDEN,QUEENS BOULEVARD,medium income,Chinese,12,A
FENG'S GARDEN,QUEENS BOULEVARD,medium income,Chinese,12,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIEZER KITCHEN,CHURCH STREET,high income,American,9,A
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
FERRARA'S,GRAND STREET,high income,Bakery,22,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
FERRARA'S,GRAND STREET,high income,Bakery,22,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
ELIM DELI CAFE,LEXINGTON AVENUE,high income,Delicatessen,24,B
EMACK & BOLIO'S,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",10,A
EMACK & BOLIO'S,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",10,A
EMACK & BOLIOS,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
FIG & OLIVE,LEXINGTON AVENUE,high income,Mediterranean,10,A
FIG & OLIVE,LEXINGTON AVENUE,high income,Mediterranean,10,A
EMERGENCY SNACK BAR,EDWARD L GRANT HIGHWAY,low income,Spanish,15,B
EMERGENCY SNACK BAR,EDWARD L GRANT HIGHWAY,low income,Spanish,15,B
EMPANADAS EL GUSTAZO RESTAURANTE,COLLEGE POINT BLVD,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19,B
FINESTRA,YORK AVENUE,high income,Italian,13,A
FINESTRA,YORK AVENUE,high income,Italian,13,A
FINESTRA,YORK AVENUE,high income,Italian,13,A
FINESTRA,YORK AVENUE,high income,Italian,13,A
FINESTRA,YORK AVENUE,high income,Italian,13,A
FINESTRA,YORK AVENUE,high income,Italian,13,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE EXPRESS,QUEENS BOULEVARD,medium income,Chinese,12,A
EMPIRE KING RESTAURANT,BOSTON ROAD,low income,Chinese,12,A
FIVE GUYS FAMOUS BURGERS AND FRIES,26 AVENUE,medium income,Hamburgers,20,B
FIVE GUYS FAMOUS BURGERS AND FRIES,26 AVENUE,medium income,Hamburgers,20,B
ESS-A-BAGEL,THIRD AVENUE,high income,Bagels/Pretzels,21,B
FIVESTUY CAFE,STUYVESANT OVAL,medium income,Sandwiches,9,A
FIVESTUY CAFE,STUYVESANT OVAL,medium income,Sandwiches,9,A
FIVESTUY CAFE,STUYVESANT OVAL,medium income,Sandwiches,9,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTANCIA 460,GREENWICH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
ESTRELLA BAR & RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
FLEET BAKERY,BOWERY,high income,Bakery,27,B
FLEET BAKERY,BOWERY,high income,Bakery,27,B
